1,53,52,180,180,0,0,0.953393395,0.953411742,1,2
2,53,41,180,180,0,0,0.953393395,0.953411742,12,2
3,60,60,180,180,0,0,0.953393395,0.953411742,0,2
4,79,79,180,180,0,0,0.953393395,0.953411742,0,2
5,90,110,180,180,0,0,0.953393395,0.953411742,20,2
6,118,119,180,180,0,0,0.953393395,0.953411742,1,2
7,137,144,180,180,0,0,0.953393395,0.953411742,7,2
8,156,163,180,180,0,0,0.953393395,0.953411742,7,2
9,180,180,180,180,0,0,0.934453189,0.927058502,0,2
10,180,180,180,180,0,0,0.934453189,0.927058502,0,2
11,149,180,180,180,0,0,0.934453189,0.927058502,31,2
12,156,160,180,180,0,0,0.934453189,0.927058502,4,2
13,160,180,180,180,0,0,0.934453189,0.927058502,20,2
14,160,180,180,180,0,0,0.934453189,0.927058502,20,2
15,163,180,180,180,0,0,0.934453189,0.927058502,17,2
16,180,180,180,180,0,0,0.934453189,0.927058502,0,2
17,160,163,180,180,0,0,0.934453189,0.927058502,3,2
18,138,163,180,180,0,0,0.934453189,0.927058502,25,2
19,137,144,180,180,0,0,0.934453189,0.927058502,7,2
20,110,119,180,180,0,0,0.934453189,0.927058502,9,2
21,90,100,180,180,0,0,0.934453189,0.927058502,10,2
22,69,68,180,180,0,0,0.934453189,0.927058502,1,2
23,41,49,180,180,0,0,0.934453189,0.927058502,8,2
24,30,19,180,180,0,0,0.934453189,0.927058502,11,2
25,16,0,180,180,0,0,0.934453189,0.927058502,16,2
26,0,0,180,180,0,0,0.934453189,0.927058502,0,2
27,14,0,180,180,0,0,0.934453189,0.927058502,14,2
28,0,0,180,180,0,0,0.934453189,0.927058502,0,2
29,16,16,180,180,0,0,0.934453189,0.927058502,0,2
30,16,16,180,180,0,0,0.934453189,0.927058502,0,2
1,60,49,160,160,46,41,0.953353438,0.980083903,11,1
2,53,49,160,160,46,41,0.953353438,0.980083903,4,1
3,53,49,160,160,46,41,0.953353438,0.980083903,4,1
4,60,60,160,160,46,41,0.953353438,0.980083903,0,1
5,69,69,160,160,46,41,0.953353438,0.980083903,0,1
6,73,90,160,160,46,41,0.953353438,0.980083903,17,1
7,90,90,160,160,46,41,0.953353438,0.980083903,0,1
8,100,110,160,160,46,41,0.953353438,0.980083903,10,1
9,118,130,160,160,46,41,0.953353438,0.980083903,12,1
10,130,137,160,160,46,41,0.953353438,0.980083903,7,1
11,144,138,160,160,46,41,0.953353438,0.980083903,6,1
12,138,138,160,160,46,41,0.953353438,0.980083903,0,1
13,160,156,160,160,46,41,0.969380866,0.980083903,4,1
14,160,160,160,160,46,41,0.969380866,0.985716318,0,1
15,160,156,160,160,46,41,0.969380866,0.985716318,4,1
16,160,156,160,160,46,41,0.969380866,0.985716318,4,1
17,160,156,160,160,46,41,0.969380866,0.985716318,4,1
18,138,138,160,160,46,41,0.969380866,0.985716318,0,1
19,138,138,160,160,46,41,0.969380866,0.985716318,0,1
20,137,137,160,160,46,41,0.969380866,0.985716318,0,1
21,130,119,160,160,46,41,0.969380866,0.985716318,11,1
22,100,110,160,160,46,41,0.969380866,0.985716318,10,1
23,90,100,160,160,46,41,0.969380866,0.985716318,10,1
24,79,79,160,160,46,41,0.969380866,0.985716318,0,1
25,74,73,160,160,46,41,0.969380866,0.985716318,1,1
26,60,67,160,160,46,41,0.969380866,0.985716318,7,1
27,60,60,160,160,46,41,0.969380866,0.985716318,0,1
28,53,53,160,160,46,41,0.969380866,0.985716318,0,1
29,46,41,160,160,46,41,0.969380866,0.985716318,5,1
30,46,41,160,160,46,41,0.969380866,0.985716318,5,1
1,41,41,160,156,41,41,0.969185672,0.976974925,0,1
2,41,41,160,156,41,41,0.969185672,0.976974925,0,1
3,49,49,160,156,41,41,0.969185672,0.976974925,0,1
4,60,69,160,156,41,41,0.969185672,0.976974925,9,1
5,79,79,160,156,41,41,0.969185672,0.976974925,0,1
6,100,100,160,156,41,41,0.969185672,0.976974925,0,1
7,90,100,160,156,41,41,0.969185672,0.976974925,10,1
8,110,105,160,156,41,41,0.969185672,0.976974925,5,1
9,119,119,160,156,41,41,0.969185672,0.976974925,0,1
10,149,130,160,156,41,41,0.969185672,0.976974925,19,1
11,156,130,160,156,41,41,0.969185672,0.976974925,26,1
12,144,138,160,156,41,41,0.969185672,0.976974925,6,1
13,160,156,160,156,41,41,0.977004566,0.978534793,4,1
14,160,156,160,156,41,41,0.977004566,0.978534793,4,1
15,160,156,160,156,41,41,0.977004566,0.978534793,4,1
16,138,156,160,156,41,41,0.977004566,0.978534793,18,1
17,138,126,160,156,41,41,0.977004566,0.978534793,12,1
18,149,130,160,156,41,41,0.977004566,0.978534793,19,1
19,119,119,160,156,41,41,0.977004566,0.978534793,0,1
20,105,105,160,156,41,41,0.977004566,0.978534793,0,1
21,100,90,160,156,41,41,0.977004566,0.978534793,10,1
22,90,90,160,156,41,41,0.977004566,0.978534793,0,1
23,79,79,160,156,41,41,0.977004566,0.978534793,0,1
24,69,69,160,156,41,41,0.977004566,0.978534793,0,1
25,69,69,160,156,41,41,0.977004566,0.978534793,0,1
26,60,49,160,156,41,41,0.977004566,0.978534793,11,1
27,60,49,160,156,41,41,0.977004566,0.978534793,11,1
28,41,41,160,156,41,41,0.977004566,0.978534793,0,1
29,41,41,160,156,41,41,0.977004566,0.978534793,0,1
30,41,41,160,156,41,41,0.977004566,0.978534793,0,1
1,41,41,160,156,41,41,0.982987207,0.980430225,0,1
2,41,41,160,156,41,41,0.982987207,0.980430225,0,1
3,49,49,160,156,41,41,0.982987207,0.980430225,0,1
4,69,69,160,156,41,41,0.982987207,0.980430225,0,1
5,79,79,160,156,41,41,0.982987207,0.980430225,0,1
6,90,100,160,156,41,41,0.982987207,0.980430225,10,1
7,90,100,160,156,41,41,0.982987207,0.980430225,10,1
8,100,119,160,156,41,41,0.982987207,0.980430225,19,1
9,110,119,160,156,41,41,0.982987207,0.980430225,9,1
10,130,130,160,156,41,41,0.982987207,0.980430225,0,1
11,149,130,160,156,41,41,0.982987207,0.980430225,19,1
12,138,156,160,156,41,41,0.982987207,0.975820877,18,1
13,144,156,160,156,41,41,0.982987207,0.975820877,12,1
14,160,156,160,156,41,41,0.971396764,0.975820877,4,1
15,144,156,160,156,41,41,0.971396764,0.975820877,12,1
16,138,156,160,156,41,41,0.971396764,0.975820877,18,1
17,138,130,160,156,41,41,0.971396764,0.975820877,8,1
18,149,130,160,156,41,41,0.971396764,0.975820877,19,1
19,110,119,160,156,41,41,0.971396764,0.975820877,9,1
20,100,105,160,156,41,41,0.971396764,0.975820877,5,1
21,100,90,160,156,41,41,0.971396764,0.975820877,10,1
22,90,90,160,156,41,41,0.971396764,0.975820877,0,1
23,69,69,160,156,41,41,0.971396764,0.975820877,0,1
24,69,69,160,156,41,41,0.971396764,0.975820877,0,1
25,60,49,160,156,41,41,0.971396764,0.975820877,11,1
26,41,41,160,156,41,41,0.971396764,0.975820877,0,1
27,41,41,160,156,41,41,0.971396764,0.975820877,0,1
28,41,41,160,156,41,41,0.971396764,0.975820877,0,1
29,41,41,160,156,41,41,0.971396764,0.975820877,0,1
30,41,41,160,156,41,41,0.971396764,0.975820877,0,1
1,27,41,180,180,27,41,0.976855602,0.967036023,14,2
2,58,49,180,180,27,41,0.976855602,0.967036023,9,2
3,73,54,180,180,27,41,0.976855602,0.967036023,19,2
4,94,66,180,180,27,41,0.976855602,0.967036023,28,2
5,100,87,180,180,27,41,0.976855602,0.967036023,13,2
6,110,119,180,180,27,41,0.976855602,0.967036023,9,2
7,126,127,180,180,27,41,0.976855602,0.967036023,1,2
8,126,145,180,180,27,41,0.976855602,0.967036023,19,2
9,144,149,180,180,27,41,0.976855602,0.967036023,5,2
10,144,160,180,180,27,41,0.976855602,0.967036023,16,2
11,163,160,180,180,27,41,0.976855602,0.967036023,3,2
12,180,167,180,180,27,41,0.975265499,0.967036023,13,2
13,180,180,180,180,27,41,0.975265499,0.958523793,0,2
14,180,180,180,180,27,41,0.975265499,0.958523793,0,2
15,180,180,180,180,27,41,0.975265499,0.958523793,0,2
16,180,180,180,180,27,41,0.975265499,0.958523793,0,2
17,163,160,180,180,27,41,0.975265499,0.958523793,3,2
18,163,160,180,180,27,41,0.975265499,0.958523793,3,2
19,144,133,180,180,27,41,0.975265499,0.958523793,11,2
20,126,138,180,180,27,41,0.975265499,0.958523793,12,2
21,105,105,180,180,27,41,0.975265499,0.958523793,0,2
22,90,81,180,180,27,41,0.975265499,0.958523793,9,2
23,73,73,180,180,27,41,0.975265499,0.958523793,0,2
24,82,49,180,180,27,41,0.975265499,0.958523793,33,2
25,61,54,180,180,27,41,0.975265499,0.958523793,7,2
26,41,41,180,180,27,41,0.975265499,0.958523793,0,2
27,27,41,180,180,27,41,0.975265499,0.958523793,14,2
28,30,41,180,180,27,41,0.975265499,0.958523793,11,2
29,30,41,180,180,27,41,0.975265499,0.958523793,11,2
30,30,41,180,180,27,41,0.975265499,0.958523793,11,2
1,54,53,180,180,12,26,0.965065532,0.968162191,1,2
2,78,63,180,180,12,26,0.965065532,0.968162191,15,2
3,94,77,180,180,12,26,0.965065532,0.968162191,17,2
4,81,97,180,180,12,26,0.965065532,0.968162191,16,2
5,105,110,180,180,12,26,0.965065532,0.968162191,5,2
6,112,119,180,180,12,26,0.965065532,0.968162191,7,2
7,130,127,180,180,12,26,0.965065532,0.968162191,3,2
8,138,145,180,180,12,26,0.965065532,0.968162191,7,2
9,160,145,180,180,12,26,0.965065532,0.968162191,15,2
10,149,163,180,180,12,26,0.965065532,0.968162191,14,2
11,163,160,180,180,12,26,0.965065532,0.968162191,3,2
12,163,160,180,180,12,26,0.965065532,0.968162191,3,2
13,180,180,180,180,12,26,0.970135236,0.970562072,0,2
14,180,180,180,180,12,26,0.970135236,0.970562072,0,2
15,180,163,180,180,12,26,0.970135236,0.970562072,17,2
16,160,163,180,180,12,26,0.970135236,0.970562072,3,2
17,163,160,180,180,12,26,0.970135236,0.970562072,3,2
18,144,149,180,180,12,26,0.970135236,0.970562072,5,2
19,126,145,180,180,12,26,0.970135236,0.970562072,19,2
20,126,127,180,180,12,26,0.970135236,0.970562072,1,2
21,105,119,180,180,12,26,0.970135236,0.970562072,14,2
22,102,85,180,180,12,26,0.970135236,0.970562072,17,2
23,74,73,180,180,12,26,0.970135236,0.970562072,1,2
24,53,60,180,180,12,26,0.970135236,0.970562072,7,2
25,41,46,180,180,12,26,0.970135236,0.970562072,5,2
26,27,26,180,180,12,26,0.970135236,0.970562072,1,2
27,12,26,180,180,12,26,0.970135236,0.970562072,14,2
28,12,26,180,180,12,26,0.970135236,0.970562072,14,2
29,27,26,180,180,12,26,0.970135236,0.970562072,1,2
30,27,26,180,180,12,26,0.970135236,0.970562072,1,2
1,67,74,180,180,47,46,0.982998577,0.981127887,7,2
2,94,77,180,180,47,46,0.982998577,0.981127887,17,2
3,97,110,180,180,47,46,0.982998577,0.981127887,13,2
4,105,126,180,180,47,46,0.982998577,0.981127887,21,2
5,126,138,180,180,47,46,0.982998577,0.981127887,12,2
6,144,145,180,180,47,46,0.982998577,0.981127887,1,2
7,163,163,180,180,47,46,0.982998577,0.981127887,0,2
8,180,180,180,180,47,46,0.951979477,0.947675812,0,2
9,180,180,180,180,47,46,0.951979477,0.947675812,0,2
10,180,180,180,180,47,46,0.951979477,0.947675812,0,2
11,180,167,180,180,47,46,0.951979477,0.947675812,13,2
12,180,167,180,180,47,46,0.951979477,0.947675812,13,2
13,180,180,180,180,47,46,0.951979477,0.947675812,0,2
14,180,180,180,180,47,46,0.951979477,0.947675812,0,2
15,180,180,180,180,47,46,0.951979477,0.947675812,0,2
16,180,180,180,180,47,46,0.951979477,0.947675812,0,2
17,163,163,180,180,47,46,0.951979477,0.947675812,0,2
18,163,149,180,180,47,46,0.951979477,0.947675812,14,2
19,144,145,180,180,47,46,0.951979477,0.947675812,1,2
20,126,127,180,180,47,46,0.951979477,0.947675812,1,2
21,126,130,180,180,47,46,0.951979477,0.947675812,4,2
22,105,105,180,180,47,46,0.951979477,0.947675812,0,2
23,90,97,180,180,47,46,0.951979477,0.947675812,7,2
24,73,73,180,180,47,46,0.951979477,0.947675812,0,2
25,74,67,180,180,47,46,0.951979477,0.947675812,7,2
26,60,60,180,180,47,46,0.951979477,0.947675812,0,2
27,53,54,180,180,47,46,0.951979477,0.947675812,1,2
28,53,54,180,180,47,46,0.951979477,0.947675812,1,2
29,47,46,180,180,47,46,0.951979477,0.947675812,1,2
30,47,49,180,180,47,46,0.951979477,0.947675812,2,2
1,41,54,180,180,41,45,0.950223808,0.868234266,13,2
2,41,54,180,180,41,45,0.950223808,0.868234266,13,2
3,41,54,180,180,41,45,0.950223808,0.868234266,13,2
4,41,49,180,180,41,45,0.950223808,0.868234266,8,2
