1,180,180,58,0.92839,1
2,180,180,58,0.92839,1
3,180,180,58,0.92839,1
4,180,180,58,0.92839,1
5,160,180,58,0.92839,1
6,150,180,58,0.92839,1
7,164,180,58,0.92839,1
8,176,180,58,0.92839,1
9,155,180,58,0.92839,1
10,120,180,58,0.92839,1
11,120,180,58,0.92839,1
12,98,180,58,0.92839,1
13,96,180,58,0.92839,1
14,77,180,58,0.92839,1
15,66,180,58,0.92839,1
16,58,180,58,0.92839,1
17,58,180,58,0.968158,1
18,58,180,58,0.968158,1
19,58,180,58,0.968158,1
20,66,180,58,0.968158,1
21,96,180,58,0.968158,1
22,107,180,58,0.968158,1
23,94,180,58,0.968158,1
24,110,180,58,0.968158,1
25,145,180,58,0.968158,1
26,161,180,58,0.968158,1
27,180,180,58,0.968158,1
28,180,180,58,0.968158,1
29,180,180,58,0.968158,1
30,180,180,58,0.968158,1
1,180,180,58,0.7934,3
2,180,180,58,0.7934,3
3,180,180,58,0.7934,3
4,180,180,58,0.7934,3
5,160,180,58,0.7934,3
6,150,180,58,0.7934,3
7,164,180,58,0.7934,3
8,176,180,58,0.7934,3
9,155,180,58,0.7934,3
10,120,180,58,0.7934,3
11,120,180,58,0.7934,3
12,155,180,58,0.7934,3
13,176,180,58,0.7934,3
14,150,180,58,0.7934,3
15,160,180,58,0.7934,3
16,98,180,58,0.7934,3
17,96,180,58,0.7934,3
18,77,180,58,0.7934,3
19,66,180,58,0.7934,3
20,58,180,58,0.925613,1
21,66,180,58,0.925613,1
22,96,180,58,0.925613,1
23,58,180,58,0.925613,1
24,66,180,58,0.925613,1
25,110,180,58,0.925613,1
26,145,180,58,0.925613,1
27,161,180,58,0.925613,1
28,180,180,58,0.925613,1
29,180,180,58,0.925613,1
30,180,180,58,0.925613,1
1,180,180,49,0.94047,1
2,180,180,49,0.94047,1
3,180,180,49,0.94047,1
4,149,180,49,0.94047,1
5,163,180,49,0.94047,1
6,163,180,49,0.94047,1
7,153,180,49,0.94047,1
8,155,180,49,0.94047,1
9,147,180,49,0.94047,1
10,127,180,49,0.94047,1
11,98,180,49,0.94047,1
12,83,180,49,0.94047,1
13,75,180,49,0.94047,1
14,53,180,49,0.94047,1
15,67,180,49,0.94047,1
16,49,180,49,0.964187,1
17,49,180,49,0.964187,1
18,55,180,49,0.964187,1
19,67,180,49,0.964187,1
20,75,180,49,0.964187,1
21,81,180,49,0.964187,1
22,107,180,49,0.964187,1
23,147,180,49,0.964187,1
24,139,180,49,0.964187,1
25,145,180,49,0.964187,1
26,164,180,49,0.964187,1
27,164,180,49,0.964187,1
28,149,180,49,0.964187,1
29,180,180,49,0.964187,1
30,180,180,49,0.964187,1
1,163,167,58,0.96907,1
2,163,167,58,0.96907,1
3,153,167,58,0.96907,1
4,150,167,58,0.96907,1
5,155,167,58,0.96907,1
6,120,167,58,0.96907,1
7,107,167,58,0.96907,1
8,91,167,58,0.96907,1
9,86,167,58,0.96907,1
10,70,167,58,0.96907,1
11,67,167,58,0.96907,1
12,58,167,58,0.961288,1
13,58,167,58,0.961288,1
14,58,167,58,0.961288,1
15,66,167,58,0.961288,1
16,66,167,58,0.961288,1
17,77,167,58,0.961288,1
18,96,167,58,0.961288,1
19,91,167,58,0.961288,1
20,88,167,58,0.961288,1
21,117,167,58,0.961288,1
22,120,167,58,0.961288,1
23,155,167,58,0.961288,1
24,155,167,58,0.961288,1
25,133,167,58,0.961288,1
26,153,167,58,0.961288,1
27,163,167,58,0.961288,1
28,149,167,58,0.961288,1
29,166,167,58,0.961288,1
30,167,167,58,0.961288,1
1,180,180,80,0.9302,2
2,180,180,80,0.9302,2
3,167,180,80,0.9302,2
4,167,180,80,0.9302,2
5,167,180,80,0.9302,2
6,167,180,80,0.9302,2
7,153,180,80,0.9302,2
8,153,180,80,0.9302,2
9,149,180,80,0.9302,2
10,140,180,80,0.9302,2
11,130,180,80,0.9302,2
12,130,180,80,0.9302,2
13,110,180,80,0.9302,2
14,80,180,80,0.9302,2
15,80,180,80,0.948915,2
16,82,180,80,0.948915,2
17,82,180,80,0.948915,2
18,87,180,80,0.948915,2
19,89,180,80,0.948915,2
20,112,180,80,0.948915,2
21,139,180,80,0.948915,2
22,153,180,80,0.948915,2
23,153,180,80,0.948915,2
24,169,180,80,0.948915,2
25,160,180,80,0.948915,2
26,163,180,80,0.948915,2
27,163,180,80,0.948915,2
28,180,180,80,0.948915,2
29,180,180,80,0.948915,2
30,180,180,80,0.948915,2
1,166,180,55,0.91,1
2,153,180,55,0.91,1
3,150,180,55,0.91,1
4,145,180,55,0.91,1
5,133,180,55,0.91,1
6,155,180,55,0.91,1
7,147,180,55,0.91,1
8,127,180,55,0.91,1
9,110,180,55,0.91,1
10,91,180,55,0.91,1
11,77,180,55,0.91,1
12,86,180,55,0.91,1
13,55,180,55,0.979195,1
14,58,180,55,0.979195,1
15,55,180,55,0.979195,1
16,67,180,55,0.979195,1
17,77,180,55,0.979195,1
18,91,180,55,0.979195,1
19,98,180,55,0.979195,1
20,117,180,55,0.979195,1
21,136,180,55,0.979195,1
22,131,180,55,0.979195,1
23,131,180,55,0.979195,1
24,139,180,55,0.979195,1
25,155,180,55,0.979195,1
26,145,180,55,0.979195,1
27,150,180,55,0.979195,1
28,164,180,55,0.979195,1
29,180,180,55,0.979195,1
30,180,180,55,0.979195,1
1,180,180,47,0.96561,1
2,180,180,47,0.96561,1
3,174,180,47,0.96561,1
4,161,180,47,0.96561,1
5,144,180,47,0.96561,1
6,110,180,47,0.96561,1
7,93,180,47,0.96561,1
8,82,180,47,0.96561,1
9,91,180,47,0.96561,1
10,60,180,47,0.96561,1
11,77,180,47,0.96561,1
12,53,180,47,0.96561,1
13,47,180,47,0.978985,1
14,69,180,47,0.978985,1
15,69,180,47,0.978985,1
16,77,180,47,0.978985,1
17,67,180,47,0.978985,1
18,84,180,47,0.978985,1
19,79,180,47,0.978985,1
20,90,180,47,0.978985,1
21,101,180,47,0.978985,1
22,120,180,47,0.978985,1
23,139,180,47,0.978985,1
24,145,180,47,0.978985,1
25,150,180,47,0.978985,1
26,153,180,47,0.978985,1
27,164,180,47,0.978985,1
28,166,180,47,0.978985,1
29,168,180,47,0.978985,1
30,180,180,47,0.978985,1
1,180,180,110,0.872,2
2,180,180,110,0.872,2
3,180,180,110,0.872,2
4,180,180,110,0.872,2
5,180,180,110,0.872,2
6,150,180,110,0.872,2
7,143,180,110,0.872,2
8,130,180,110,0.872,2
9,110,180,110,0.88659,2
10,110,180,110,0.88659,2
11,110,180,110,0.88659,2
12,110,180,110,0.88659,2
13,110,180,110,0.88659,2
14,110,180,110,0.88659,2
15,110,180,110,0.88659,2
16,110,180,110,0.88659,2
17,130,180,110,0.88659,2
18,143,180,110,0.88659,2
19,130,180,110,0.88659,2
20,150,180,110,0.88659,2
